final_theme,initial_code,occurrences,hierarchy_path
"Perceived Quality, Value, and Advocacy",Good-quality material,1,"Good-quality material -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Gorgeous, well-made construction",1,"Gorgeous, well-made construction -> Quality, construction, and condition -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Great value,1,"Great value -> Quality, durability, and value -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Hem curls badly,1,"Hem curls badly -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Hem rolls after unpacking,1,"Hem rolls after unpacking -> Construction quality, durability, and care concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Hem rolls outward,1,"Hem rolls outward -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High garment quality,1,"High garment quality -> Quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High price justified by wear,1,"High price justified by wear -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High purchase satisfaction,1,"High purchase satisfaction -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High quality,1,"High quality -> Construction quality and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High return intent despite fabric quality,1,"High return intent despite fabric quality -> Overall satisfaction and purchase expectations -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High satisfaction,1,"High satisfaction -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High-quality construction and lining,1,"High-quality construction and lining -> Construction quality and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High-quality denim,1,"High-quality denim -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High-quality fabric,1,"High-quality fabric -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",High-quality material,1,"High-quality material -> Material, quality, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Highly recommended,1,"Highly recommended -> Value, recommendation, and purchase satisfaction -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Highly recommended purchase,1,"Highly recommended purchase -> Purchase satisfaction and advocacy -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Highly satisfied with shirt,1,"Highly satisfied with shirt -> Purchase satisfaction and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Holes after washing,1,"Holes after washing -> Quality, durability, and construction -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Improper hem construction,1,"Improper hem construction -> Construction quality, durability, and care concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Inexpensive casual shirt,1,"Inexpensive casual shirt -> Value, recommendation, and purchase satisfaction -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Intent to repurchase,1,"Intent to repurchase -> Purchase satisfaction, trust, and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Jacket quality praised,1,"Jacket quality praised -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Jersey dress is lined,1,"Jersey dress is lined -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Kept despite imperfect fit,1,"Kept despite imperfect fit -> Purchase satisfaction and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Lace quality slightly disappointing,1,"Lace quality slightly disappointing -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Laces could be longer,1,"Laces could be longer -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Launders well,1,"Launders well -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Limited size availability,1,"Limited size availability -> Overall satisfaction and purchase expectations -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Lining rolls outward,1,"Lining rolls outward -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Long-lasting wardrobe piece,1,"Long-lasting wardrobe piece -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Loose beads indicate quality issues,1,"Loose beads indicate quality issues -> Quality, construction, and condition -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Loose seam threads,1,"Loose seam threads -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Loved despite quality flaws,1,"Loved despite quality flaws -> Construction and garment quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Lovely craftsmanship,1,"Lovely craftsmanship -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Lower quality than alternatives,1,"Lower quality than alternatives -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Luxurious, well-made garment",1,"Luxurious, well-made garment -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Maintains shape after washing,1,"Maintains shape after washing -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Material snags easily,1,"Material snags easily -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Medium-weight material,1,"Medium-weight material -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Mild overall enthusiasm,1,"Mild overall enthusiasm -> Purchase satisfaction and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Misaligned dress lining,1,"Misaligned dress lining -> Quality, construction, and condition -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Misleading product photo,1,"Misleading product photo -> Overall satisfaction and purchase expectations -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Mismatched front and back materials,1,"Mismatched front and back materials -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Missing product tag,1,"Missing product tag -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Neckline stretches out,1,"Neckline stretches out -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Needs lining,1,"Needs lining -> Quality, construction, and care concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Netting caught in zipper,1,"Netting caught in zipper -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Nice quality and lining,1,"Nice quality and lining -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",No built-in fasteners,1,"No built-in fasteners -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",No unpleasant odor,1,"No unpleasant odor -> Quality, durability, and construction -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Overall dress satisfaction,1,"Overall dress satisfaction -> Purchase satisfaction and advocacy -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Overall recommendation positive,1,"Overall recommendation positive -> Purchase satisfaction, trust, and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Overall satisfaction,1,"Overall satisfaction -> Satisfaction and purchase outcomes -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Paint transfer and sticking,1,"Paint transfer and sticking -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Pants require hemming,1,"Pants require hemming -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Perceived good quality,1,"Perceived good quality -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Perceived mediocre quality,1,"Perceived mediocre quality -> Quality, durability, and construction -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Pilling less noticeable on texture,1,"Pilling less noticeable on texture -> Construction, durability, and care -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Pilling upon arrival,1,"Pilling upon arrival -> Quality, construction, and condition -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Pilling worsens over time,1,"Pilling worsens over time -> Material, quality, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Pills or ages quickly,1,"Pills or ages quickly -> Durability and Construction Concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Plans to repurchase in black,1,"Plans to repurchase in black -> Satisfaction and purchase outcomes -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor button placement,1,"Poor button placement -> Quality, construction, and care concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor construction,1,"Poor construction -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor fabric drape,1,"Poor fabric drape -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor fabric quality,1,"Poor fabric quality -> Quality, durability, and construction -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor material quality,1,"Poor material quality -> Quality, durability, and construction -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor perceived value,1,"Poor perceived value -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor quality for price,1,"Poor quality for price -> Quality, durability, and construction -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poor value for money,1,"Poor value for money -> Value, recommendation, and purchase satisfaction -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Poorly attached-looking construction,1,"Poorly attached-looking construction -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive brand sentiment,1,"Positive brand sentiment -> Purchase satisfaction, loyalty, and shopping experience -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive color and quality,1,"Positive color and quality -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive construction quality,1,"Positive construction quality -> Construction, Quality, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive emotional response,1,"Positive emotional response -> Positive Customer Response and Social Validation -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive first impression,1,"Positive first impression -> Purchase satisfaction and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive jacket quality,1,"Positive jacket quality -> Construction, Quality, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive pencil skirt evaluation,1,"Positive pencil skirt evaluation -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive purchase intent,1,"Positive purchase intent -> Value, recommendation, and purchase satisfaction -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive purchase intention,1,"Positive purchase intention -> Purchase satisfaction and advocacy -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive purchase reassurance,1,"Positive purchase reassurance -> Purchase satisfaction and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive recommendation,1,"Positive recommendation -> Positive Customer Response and Social Validation -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive retailer experience,1,"Positive retailer experience -> Satisfaction and purchase outcomes -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Positive style and quality,1,"Positive style and quality -> Construction, Quality, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Preferred lining material,1,"Preferred lining material -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Prone to snagging,1,"Prone to snagging -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Quality fabric and construction,1,"Quality fabric and construction -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Quality materials,1,"Quality materials -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Quality merits keeping,1,"Quality merits keeping -> Construction quality and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Quality perceived as lacking,1,"Quality perceived as lacking -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Quality stretch jersey,1,"Quality stretch jersey -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Questionable buckle material,1,"Questionable buckle material -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Raw seams improve drape,1,"Raw seams improve drape -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Received seemingly pre-owned garment,1,"Received seemingly pre-owned garment -> Quality, construction, and condition -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Receives exceptional compliments,1,"Receives exceptional compliments -> Positive Customer Response and Social Validation -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Recipient likes garment,1,"Recipient likes garment -> Purchase satisfaction, loyalty, and shopping experience -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Regret over missed sale,1,"Regret over missed sale -> Value, recommendation, and purchase satisfaction -> Satisfaction, Expectations, Social Validation, and Recommendation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Reluctant to remove,1,"Reluctant to remove -> Purchase satisfaction and advocacy -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Repairs required,1,"Repairs required -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Repeat purchase in multiple colors,1,"Repeat purchase in multiple colors -> Purchase satisfaction, loyalty, and shopping experience -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Resists wrinkling,1,"Resists wrinkling -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
